id,generation,emotion,source,target
03525,20s,긍정,"이번 주말에 친구들이랑 감성샷 찍고 혼술할 건데, 진짜 꿀템 발견했어!","이번 주말에 친구들과 감성 사진을 찍고 혼자 술을 마실 예정인데, 정말 좋은 아이템을 발견했어요!"
03526,20s,부정,"이번 주는 진짜 스불재다, 갓생 살기에는 너무 힘들어 ㅠㅠ",이번 주는 정말 힘든 것 같아요. 제대로 살기에는 너무 어려워요.
03527,20s,긍정,"어제 그 영화 보고 진짜 감성샷 폭발했어, ㅇㅈ이지?","어제 그 영화를 보고 정말 감동이 넘쳤어, 그렇지?"
03528,20s,긍정,오늘 파티 갔는데 ㄴㅇㄱ으로 존맛탱 음식들이 쭉 있어서 꿀잼이었어!,오늘 파티에 갔는데 정말 맛있는 음식들이 많아서 매우 재미있었어요!
03529,20s,긍정,"오늘은 감성샷 찍으러 나가는데, 완소남이랑 만나서 꿀잼 보장이다ㅠㅠ","오늘은 감성 사진을 찍으러 나가는데, 정말 훌륭한 남자와 만나서 재미있을 것 같다."
03530,20s,긍정,요즘 갓벽한 감성샷을 찍으려면 ㄴㅇㄱ에서 인생영화 보고 감성을 채우는 게 필수야.,요즘 완벽한 감성사진을 찍으려면 나가서 인생 영화를 보고 감성을 채우는 것이 필수야.
03531,10s,긍정,"이번 주말에 친구들이랑 랜선으로 게임할 건데, 진짜 꿀잼일 듯 ㅋㅋ.","이번 주말에 친구들과 온라인으로 게임을 할 건데, 정말 재미있을 것 같아요."
03532,20s,긍정,"진짜 요즘 감성샷 찍는 재미가 쏠쏠하네, 난 이제 인생샷 욕심 생겼어! ㅎㅎ",요즘 감성 있는 사진 찍는 재미가 정말 좋네요. 저도 이제 인생샷에 대한 욕심이 생겼어요.
03533,20s,긍정,"이번 주말에 친구들이랑 랜선모임 하기로 했는데, 기대된다 ㅎㅎ","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 기대된다."
03534,20s,긍정,"오늘도 내 감성폭발 갬성샷으로 인스타에 올렸는데, 아이디어가 아예 없어서 ㅇㅈ이지 싶더라;","오늘도 내 감정이 폭발해서 감성 사진을 인스타그램에 올렸는데, 아이디어가 전혀 없어서 공감이 가더라;"
03535,20s,긍정,요즘 감성폭발하는 영상 보니까 주말에는 혼술이나 해야겠다 ㅋㅋ,요즘 감성이 폭발하는 영상을 보니 주말에는 혼자 술을 마셔야겠다.
03536,20s,긍정,"어제 그 친구랑 스불재로 영화 보러 갔는데, 진짜 갓생 살고 있는 느낌이었어!","어제 그 친구와 스무살 때처럼 영화 보러 갔는데, 정말 인생을 잘 살고 있는 기분이었어요!"
03537,10s,긍정,"오늘 진짜 완전 꿀잼이었어, 기분이 ㅇㅈ이지!","오늘 정말 재미있었어, 기분이 좋다는 걸 알아줄 거야!"
03538,20s,부정,"오늘 감성샷 찍으러 나가는데, 갑분싸 되는 거 아니겠지?","오늘 감성 사진을 찍으러 나가는데, 분위기가 갑자기 싸해지지는 않을까 걱정이야."
03539,20s,긍정,"이번 주말에 친구들이랑 혼술하면서 꿀템으로 감성샷 찍으려는데, 기대돼서 미쳤다!","이번 주말에 친구들과 혼자 술을 마시면서 좋은 아이템으로 감성적인 사진을 찍으려고 하는데, 기대되어서 정말 기분이 좋습니다!"
03540,10s,긍정,"오늘 친구랑 감성샷 찍으러 가는 건데, 갑자기 니원내에서 만난다고 해서 좀 신나네!","오늘 친구와 감성 사진을 찍으러 가는데, 갑자기 너희 집 근처에서 만난다고 해서 좀 기대되네!"
03541,20s,긍정,"요즘 감성샷 찍는 게 진짜 꿀잼이야, 배경이 갓벽하더라.","요즘 감성적인 사진을 찍는 것이 정말 재미있어요, 배경이 정말 완벽하더라고요."
03542,10s,긍정,"이번 주말에 친구들이랑 랜선 모임 하는데, 진짜 꿀잼일 듯! ㅋㅋ 기대돼.","이번 주말에 친구들과 온라인 모임을 하는데, 정말 재미있을 것 같아서 기대돼."
03543,20s,긍정,"내일 시험 준비하는데 너무 긴장된다 ㅠㅠ 근데 오늘 밤은 친구랑 혼술하면서 감성샷 찍어야지, 갓생 살고 싶어!",내일 시험 준비하는데 정말 긴장된다. 그런데 오늘 밤에는 친구와 함께 술을 마시면서 감성적인 사진을 찍어야겠다. 좋은 삶을 살고 싶다!
03544,10s,중립,"오늘은 감성샷 찍으러 공원 가는데 갑분싸네, 너도 올래?","오늘은 감성 사진을 찍으러 공원에 가는데 분위기가 갑자기 싸해졌네, 너도 올래?"
03545,20s,부정,"오늘 너무 꿀잼이었는데, 갑분싸 되는 일이 생겨서 진짜 짜증나.","오늘 정말 재미있었는데, 갑자기 분위기가 싸해지는 일이 생겨서 정말 짜증나."
03546,20s,긍정,요즘 나도 갓생 살고 싶은데 고나리 많이 하네 ㅋㅋ,요즘 저도 열심히 살아가고 싶은데 간섭을 많이 하네요 ㅎㅎ
03547,20s,긍정,"오늘 진짜 감성샷 한 방 찍고 싶다, 근데 존맛탱인 카페를 찾아야 해!",오늘 정말 감성적인 사진 한 장 찍고 싶다. 그런데 맛있는 카페를 찾아야겠다!
03548,20s,긍정,"이번에 간 여행 감성샷이 진짜 갓벽이야, 너 또 다녀오니? ㅎㅎ","이번에 간 여행 사진이 정말 완벽해, 너 또 다녀왔어?"
03549,20s,긍정,"이번 주말에 혼술 할 건데, 꿀잼 기대해도 될까? ㅎㅎ",이번 주말에 혼자 술을 마실 건데 재미있을까 기대해도 될까?
03550,10s,긍정,오늘은 진짜 갓벽한 날씨라서 감성샷 찍고 싶다! ㅇㅈ?,오늘은 정말 완벽한 날씨라서 감성적인 사진을 찍고 싶어요! 맞죠?
03551,10s,긍정,"어제 친구랑 카페 갔는데 완전 감성샷 찍고, ㅇㅈ이지? 이거 진짜 인생샷으로 각잡았다!",어제 친구와 카페에 갔는데 정말 감성적인 사진을 찍었어. 이 사진은 정말 인생의 한 장면이야!
03552,10s,긍정,"이번 주말에 친구들이랑 랜선으로 게임하면서 고구마 해결했어, 완전 꿀잼이었음! ㅋㅋ","이번 주말에 친구들과 온라인으로 게임을 하면서 어려운 문제를 해결했어, 정말 재미있었어! ㅋㅋ"
03553,20s,부정,"오늘 감성샷 찍으러 갔는데, 갑분싸라서 망했어 ㅠㅠ","오늘 감성 사진을 찍으러 갔는데, 분위기가 갑자기 싸해져서 망쳤어."
03554,10s,긍정,"어제 그 카페에서 감성샷 찍고 왔는데, 진짜 갓생이더라 ㅎㅎ","어제 그 카페에서 감성 가득한 사진을 찍고 왔는데, 정말 좋았어요."
03555,10s,긍정,"이번 주말에 친구들이랑 혼술하면서 감성샷 찍으려고 하는데, 너무 기대돼 ㅎㅎ","이번 주말에 친구들과 함께 혼자 술을 마시면서 감성적인 사진을 찍으려고 하는데, 너무 기대돼요."
03556,20s,부정,"오늘 친구들이랑 감성샷 찍으러 갔는데, 갑분싸 되는 바람에 세상 노잼이었어.","오늘 친구들과 감성 사진을 찍으러 갔는데, 분위기가 갑자기 싸해져서 정말 재미없었어요."
03557,20s,긍정,"오늘도 혼코노 하다가 갑분싸 왔는데, 그래도 잼민이 친구들과 좋은 감성샷 건졌다!","오늘도 혼자 노래방에 가다가 갑자기 분위기가 싸해졌는데, 그래도 재미있는 친구들과 좋은 감정의 사진을 찍었다!"
03558,20s,긍정,"이번 주말에는 인싸 친구들이랑 랜선 모임 하기로 했는데, 진짜 꿀템 찾아서 뻔하지 않은 거 해보려고!","이번 주말에는 친구들과 온라인 모임을 하기로 했는데, 정말 좋은 아이템을 찾아서 평범하지 않은 활동을 해보려고!"
03559,10s,긍정,"오늘 저녁에 친구들이랑 감성샷 찍으러 가기로 했어, 진짜 존맛탱 음식들 많을 거 같아!","오늘 저녁에 친구들과 감성적인 사진을 찍으러 가기로 했어, 정말 맛있는 음식들이 많을 것 같아!"
03560,20s,긍정,너 오늘 저녁에 혼밥 할 거면 감성샷 찍어줘! ㅇㅈ이지?,너 오늘 저녁에 혼자 밥 먹으면 감성 있는 사진 좀 찍어줘! 맞지?
03561,20s,긍정,"이번 주말에 친구들이랑 랜선모임 할 건데, 꿀잼일 거 같아! ㅎㅎ","이번 주말에 친구들과 온라인 모임을 할 건데, 재미있을 것 같아요. ㅎㅎ"
03562,10s,긍정,우리 이번 주말에 감성샷 찍으러 가자! ㅇㅈ이지?,우리 이번 주말에 감성적인 사진 찍으러 가자! 동의하지?
03563,10s,긍정,요즘 진짜 갓벽한 감성샷 찍으러 가는 중이야! ㅋㅋ,요즘 정말 완벽한 감성 사진을 찍으러 가는 중이에요! ㅎㅎ
03564,20s,부정,"요즘 너무 GG인데, 감성샷 찍고 싶어도 너무 바빠서 현타 온다.","요즘 너무 힘든데, 감성 있는 사진을 찍고 싶어도 너무 바빠서 마음이 아프다."
03565,20s,긍정,"오늘 완벽한 인생샷 찍고 감성폭발했는데, 친구들 ㄴㅇㄱ ㅋㅋ","오늘 완벽한 인생 사진을 찍고 기분이 정말 좋았는데, 친구들이 많이 공감해줬어."
03566,10s,긍정,"오늘 친구랑 감성샷 찍으러 갔는데, ㅇㅈ이지? 완전 꿀잼이었어!","오늘 친구와 함께 감성적인 사진을 찍으러 갔는데, 정말 좋지 않아요? 너무 재미있었어요!"
03567,20s,긍정,"오늘 새롭게 알게 된 꿀템 하나 소개할게, 진짜 존맛탱이야!","오늘 새롭게 알게 된 좋은 아이템 하나 소개할게, 정말 맛있어!"
03568,20s,긍정,"이번에 찍은 감성샷 진짜 미쳤다, ㅇㅈ이지?","이번에 찍은 감성 있는 사진이 정말 훌륭하다, 그렇지?"
03569,20s,긍정,"오늘은 감성샷 많이 찍었는데, 인스타에 올리니까 ㅇㅈ이지?","오늘은 감성 사진을 많이 찍었는데, 인스타에 올리니까 정말 좋지?"
03570,10s,부정,오늘 사람들한테 존맛탱인 감성샷 찍어달라고 했는데 다들 GG 하더라.,오늘 사람들한테 정말 맛있는 감성 사진을 찍어달라고 했는데 모두가 실패했다고 하더라.
03571,20s,긍정,"요즘 친구들이랑 랜선모임 하는데, 꿀잼이라 정말 재밌어 ㅎㅎ.","요즘 친구들과 온라인 모임을 하는데, 정말 재미있어서 좋습니다."
03572,20s,긍정,"오늘 진짜 갓벽한 날이네, 완소남이랑 감성샷 찍고 싶다!","오늘 정말 완벽한 날이네요, 정말 좋아하는 남자와 감성 사진을 찍고 싶어요!"
03573,20s,긍정,내가 이번에 산 꿀템 진짜 갓벽해! 감성샷 찍어야지.,내가 이번에 산 좋은 물건 진짜 완벽해! 감성 있는 사진을 찍어야겠다.
03574,20s,긍정,"오늘 혼술 하면서 감성샷 찍었는데, 개이득이야 ㅋㅋ","오늘 혼자 술 마시면서 감성적인 사진을 찍었는데, 아주 좋았어요."
03575,20s,긍정,"이번 주말에 친구들이랑 감성샷 찍으러 가는데, 갓생을 살고 싶어 ㅋㅋ.","이번 주말에 친구들과 감성적인 사진을 찍으러 가는데, 좋은 삶을 살고 싶어요."
03576,20s,긍정,오늘 진짜 꿀잼이었다! 고트 영상 보면서 ㅋㅋ 너무 웃겨서 혼자 뇌절 중 ㅎㅎ,오늘 정말 재미있었다! 좋은 영상을 보면서 너무 웃겨서 혼자서 혼란스러웠다.
03577,20s,긍정,"오늘도 GG처럼 존맛탱 음식 먹으러 가는 중인데, 갓생 제대로 살고 있어! ㅎㅎ","오늘도 게임에서 이기는 것처럼 정말 맛있는 음식을 먹으러 가는 중인데, 멋진 삶을 제대로 살고 있어요! ㅎㅎ"
03578,20s,긍정,"오늘 하늘이 너무 예뻐서 감성샷 찍었는데, 나도 이젠 G.O.A.T 사진작가가 된 듯해 ㅋㅋ.","오늘 하늘이 너무 예뻐서 분위기 있는 사진을 찍었는데, 나도 이제 최고의 사진작가가 된 것 같아 웃음이 나와."
03579,20s,부정,"요즘 인생샷 찍으러 갔는데, 갑분싸 되는 순간이었어 진짜 ㅠㅠ","요즘 인생 사진을 찍으러 갔는데, 갑자기 분위기가 싸해지는 순간이었어 정말 ㅠㅠ"
03580,20s,긍정,오늘은 그냥 내돈내산 꿀템으로 감성폭발하는 날이야!,오늘은 그냥 내가 사는 멋진 물건으로 기분이 좋고 행복한 날이에요!
03581,20s,긍정,"요즘 인싸들 사이에서 감성샷이 진짜 대세인 듯, 내 친구도 매일 찍고 올리더라고 ㅋㅋ.",요즘 친구들 사이에서 감성 사진이 정말 유행인 것 같아요. 제 친구도 매일 찍어서 올리더라고요.
03582,20s,긍정,"오늘 친구들이랑 감성샷 한 번 찍으러 갔는데, 완전 존맛탱이었어!","오늘 친구들이랑 감성 사진을 찍으러 갔는데, 정말 맛있었어요!"
03583,20s,긍정,"오늘도 혼밥하면서 감성샷 찍고, 이거 완전 꿀템이야!","오늘도 혼자 밥을 먹으면서 감성 있는 사진을 찍었는데, 이 제품 정말 좋네요!"
03584,20s,긍정,"오늘도 나의 감성샷을 위해서 혼영 했는데, 진짜 꿀잼이더라.","오늘도 나의 감성을 담기 위해 혼자 영화를 봤는데, 정말 재미있더라."
03585,20s,긍정,오늘은 혼술하면서 꿀잼 유튭 보면서 힐링타임 만끽할 거야~,오늘은 혼자 술을 마시면서 재미있는 유튜브 영상을 보며 여유로운 시간을 보낼 거예요.
03586,20s,긍정,"이번 주말에 친구들이랑 랜선 모임 하는데, 꿀잼 보장이라니까 꼭 오는 거 알지?","이번 주말에 친구들과 온라인 모임을 하는데, 재미있을 거니까 꼭 오는 거 알죠?"
03587,20s,긍정,"어제 친구들이랑 랜선으로 게임했는데, GG각이었어. 진짜 고나리 없이 재밌었음!","어제 친구들과 온라인으로 게임을 했는데, 정말 협력이 잘 이루어졌어요. 진짜 방해받지 않고 재미있었어요!"
03588,20s,긍정,"요즘 감성샷 찍는 게 유행인데, 나도 갓생 살고 싶어서 주말마다 ㄴㅇㄱ하며 촬영하러 나가고 있어!","요즘 감성을 담은 사진을 찍는 것이 유행인데, 나도 멋진 삶을 살고 싶어서 주말마다 사진 찍으러 나가고 있어!"
03589,20s,긍정,오늘은 혼술하면서 감성샷 찍고 ㅋㅋ 나만의 갓생을 즐길 거야.,오늘은 혼자 술을 마시며 감성적인 사진을 찍고 나만의 멋진 삶을 즐길 거예요.
03590,20s,부정,오늘 감성샷 찍으러 갔는데 갑분싸 되가지고 진짜 현타 온다.,오늘 감성 사진 찍으러 갔는데 분위기가 갑자기 싸해져서 정말 황당하다.
03591,20s,긍정,"오늘 노잼인 줄 알았는데, 친구랑 감성샷 찍으러 간다니까 갑자기 꿀잼이네!","오늘은 재미없을 줄 알았는데, 친구와 감성 있는 사진을 찍으러 간다고 하니 갑자기 재미있어졌어요!"
03592,10s,긍정,"오늘 기분 너무 좋은데, 감성샷 찍어야지! ㅇㅈ?","오늘 기분이 너무 좋은데, 감성적인 사진을 찍어야겠어! 그렇지?"
03593,20s,긍정,오늘 날씨 너무 좋다! 밖에서 감성샷 찍고 싶어서 혼코노 갔다가 진짜 꿀템 찾았어.,오늘 날씨가 정말 좋네요! 밖에서 감성 사진을 찍고 싶어서 혼자 노래방에 갔다가 정말 좋은 물건을 발견했어요.
03594,20s,긍정,오늘은 친구들이랑 배타인지 하면서 꿀템 쇼핑 갔다가 감성샷 찍었어! ㅎㅎ,오늘 친구들과 함께 탕진잼을 하며 좋은 물건을 쇼핑하고 감성 있는 사진을 찍었어요! ㅎㅎ
03595,20s,부정,"어제 그 영화 존맛탱이었는데, 내 친구는 노잼이라더라 ㅋㅋ.","어제 그 영화 정말 맛있었는데, 내 친구는 재미없다고 하더라며 웃었다."
03596,20s,긍정,"요즘 감성샷 찍는 게 대세라서, 친구랑 랜선모임에서 꿀템 추천받았는데 진짜 갓벽이었어!","요즘 감성 사진 찍는 것이 유행이라서, 친구와 온라인 모임에서 좋은 물건 추천을 받았는데 정말 완벽했어요!"
03597,20s,긍정,"오늘 카페 가서 인생샷 찍었는데, 너무 감성폭발해서 감정이 이랬다 저랬다 했어 ㅎㅎ","오늘 카페에서 인생 사진을 찍었는데, 너무 감정이 격해져서 여러 가지 감정이 교차했다."
03598,10s,긍정,이번 주말에 감성샷 찍으러 가려고 하는데 너도 ㄴㅇㄱ?,이번 주말에 감성적인 사진을 찍으러 가려고 하는데 너도 함께 갈래?
03599,20s,긍정,"오늘 완전 갓벽한 인생샷 건졌는데, GG해줘야지!","오늘 정말 완벽한 인생 사진을 찍었는데, 칭찬해줘야겠다!"
